epoch,accuracy,loss
0,0.2212272435426712,1.9265425205230713
1,0.24081017076969147,1.8444474935531616
2,0.2428552210330963,1.843292474746704
3,0.2492072880268097,1.8403899669647217
4,0.2512730062007904,1.8376662731170654
5,0.2583790421485901,1.8329885005950928
6,0.2669413983821869,1.825739860534668
7,0.2731901705265045,1.8173471689224243
8,0.28001734614372253,1.8067331314086914
9,0.2869168221950531,1.7965893745422363
