epoch,accuracy,loss
0,0.23600739240646362,1.852217197418213
1,0.24782325327396393,1.8409919738769531
2,0.2568504214286804,1.834550142288208
3,0.26223158836364746,1.8270527124404907
4,0.2696991264820099,1.818228006362915
5,0.2783234715461731,1.8075679540634155
6,0.28423139452934265,1.796405553817749
7,0.29256653785705566,1.7833060026168823
8,0.30202749371528625,1.768498420715332
9,0.31175699830055237,1.751410961151123

