epoch,accuracy,loss
0,0.24087214469909668,1.8480992317199707
1,0.2583480477333069,1.8331273794174194
2,0.27021557092666626,1.8178858757019043
3,0.28637972474098206,1.794596552848816
4,0.29932141304016113,1.7720348834991455
5,0.31259360909461975,1.7480436563491821
6,0.3243371546268463,1.7257353067398071
7,0.33169108629226685,1.707189917564392
8,0.34100744128227234,1.687413215637207
9,0.3492392897605896,1.6690391302108765
