epoch,accuracy,loss,val_accuracy,val_loss
0,0.23474276065826416,1.8510607481002808,0.24938029050827026,1.8436801433563232
1,0.2488929033279419,1.8401328325271606,0.24581697583198547,1.844085693359375
2,0.2545478045940399,1.8333035707473755,0.24307994544506073,1.8494164943695068
0,0.2357368767261505,1.851851463317871,0.23404255509376526,1.8512613773345947
1,0.24221806228160858,1.8443846702575684,0.24648833274841309,1.8473032712936401
2,0.24545864760875702,1.8401190042495728,0.24581697583198547,1.8439851999282837
3,0.2530372440814972,1.8346612453460693,0.2526337504386902,1.8446050882339478
4,0.26083531975746155,1.8293490409851074,0.2512394189834595,1.8454630374908447
5,0.26717448234558105,1.8220727443695068,0.2492770105600357,1.8508602380752563
6,0.27372023463249207,1.81269371509552,0.25392481684684753,1.8536921739578247
7,0.2791943848133087,1.804522156715393,0.2566102147102356,1.8531579971313477
8,0.2854173481464386,1.7925771474838257,0.25175583362579346,1.8624687194824219
9,0.29198890924453735,1.7819814682006836,0.2549576461315155,1.8722445964813232
