epoch,accuracy,loss
0,0.21706482768058777,2.0404651165008545
1,0.23340460658073425,1.8491113185882568
2,0.23683367669582367,1.8477842807769775
3,0.23735010623931885,1.8461631536483765
4,0.2406139224767685,1.8449865579605103
5,0.24238011240959167,1.844672441482544
6,0.24044866859912872,1.8444058895111084
7,0.2440120279788971,1.8432761430740356
8,0.2416054755449295,1.8446193933486938
9,0.24428056180477142,1.8421790599822998
